HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
PQBP1	HG1436_HG1432_PATCH	48757311	48762542
SLC35A2	HG1436_HG1432_PATCH	48762581	48771357
PIM2	HG1436_HG1432_PATCH	48772581	48778423
OTUD5	HG1436_HG1432_PATCH	48781427	48817785
	HG1436_HG1432_PATCH	48799391	48800207
RNU6-722P	HG1436_HG1432_PATCH	48818578	48818681
KCND1	HG1436_HG1432_PATCH	48820777	48830968
RN7SL139P	HG1436_HG1432_PATCH	48866958	48867265
TFE3	HG1436_HG1432_PATCH	48888130	48902885
WDR45	HG1436_HG1432_PATCH	48931125	48960569
	HG1436_HG1432_PATCH	48931125	48939286
RNU4-52P	HG1436_HG1432_PATCH	48941427	48941564
GPKOW	HG1436_HG1432_PATCH	48972795	48983200
RN7SL262P	HG1436_HG1432_PATCH	49012050	49012341
PLP2	HG1436_HG1432_PATCH	49031325	49034638
SYP	HG1436_HG1432_PATCH	49047215	49059658
SYP-AS1	HG1436_HG1432_PATCH	49058365	49061853
	HG1436_HG1432_PATCH	49062641	49062727
CACNA1F	HG1436_HG1432_PATCH	49064462	49092770
HSPB1P2	HG1436_HG1432_PATCH	49093355	49093900
CCDC22	HG1436_HG1432_PATCH	49094866	49109925
FOXP3	HG1436_HG1432_PATCH	49109835	49124225
PPP1R3F	HG1436_HG1432_PATCH	49129242	49160849
	HG1436_HG1432_PATCH	49132453	49135167
GAGE10	HG1436_HG1432_PATCH	49163068	49179243
GAGE12J	HG1436_HG1432_PATCH	49181456	49188783
GAGE12B	HG1436_HG1432_PATCH	49339268	49339384
GAGE12C	HG1436_HG1432_PATCH	49341610	49348937
GAGE12D	HG1436_HG1432_PATCH	49351166	49358493
GAGE12E	HG1436_HG1432_PATCH	49360732	49368048
GAGE12F	HG1436_HG1432_PATCH	49370275	49377604
GAGE12G	HG1436_HG1432_PATCH	49379833	49387153
GAGE12H	HG1436_HG1432_PATCH	49389382	49396700
GAGE2A	HG1436_HG1432_PATCH	49398928	49406226
GAGE1	HG1436_HG1432_PATCH	49408424	49417935
VDAC1P2	HG1436_HG1432_PATCH	49441899	49442748
SALL1P1	HG1436_HG1432_PATCH	49474243	49478079
	HG1436_HG1432_PATCH	48242915	48252742
	HG1436_HG1432_PATCH	48261481	48271309
	HG1436_HG1432_PATCH	48317944	48329576
	HG1436_HG1432_PATCH	48690493	48695033
	HG1436_HG1432_PATCH	48836322	48861663
	HG1436_HG1432_PATCH	48912971	48927863
	HG1436_HG1432_PATCH	49022242	49026896
	HG1436_HG1432_PATCH	49034953	49045768
	HG357_PATCH	107143410	107147869
	HG357_PATCH	107165327	107235416
FGF16	HG1426_PATCH	76715111	76718232
RNU6-117P	HG357_PATCH	107186823	107186929
MIR587	HG357_PATCH	107232000	107232095
	HG1292_PATCH	120619239	120619714
RNU6-465P	HG1292_PATCH	120669597	120669697
C6orf203	HG357_PATCH	107476078	107499217
FCGR1B	HG1292_PATCH	121629975	121638933
BEND3	HG357_PATCH	107513057	107563144
RNU6-1299P	HG357_PATCH	107580946	107581045
	HG1292_PATCH	121630151	121659299
ATRX	HG1426_PATCH	76765832	77047170
	HG1292_PATCH	121632912	121640278
HIST2H2BA	HG1292_PATCH	121650833	121659880
	HG1292_PATCH	121660749	121689449
PDSS2	HG357_PATCH	107600432	107907439
	HG357_PATCH	107379652	107379921
CD24	HG357_PATCH	107417708	107422630
FABP5P15	HG1426_PATCH	76988821	76989034
MAGT1	HG1426_PATCH	77087318	77156547
RNU6-854P	HG1426_PATCH	77098243	77098349
RN7SL460P	HG1426_PATCH	77146331	77146584
COX7B	HG1426_PATCH	77160392	77168327
	HG1292_PATCH	120477737	120612326
ATP7A	HG1426_PATCH	77171651	77311349
	HG1292_PATCH	120698575	120719144
	HG1292_PATCH	120823868	120825921
	HG1292_PATCH	120975013	120976326
	HG1426_PATCH	77171695	77225844
PGAM4	HG1426_PATCH	77228915	77230592
	HG1292_PATCH	120978974	121010467
	HG1292_PATCH	121157717	121159770
	HG1292_PATCH	121266731	121346462
	HG1292_PATCH	121356529	121384104
PGK1	HG1426_PATCH	77326142	77390250
	HG1292_PATCH	121432369	121433153
	HG1292_PATCH	121455774	121456861
TAF9B	HG1426_PATCH	77390702	77400660
FNDC3CP	HG1426_PATCH	77426650	77433376
PARG	HG1074_PATCH	51026325	51130715
	HG1074_PATCH	51117659	51117988
	HG1074_PATCH	51162260	51162460
	HG50_PATCH	92316566	92334585
LINC01134	HG1472_PATCH	3816936	3833789
LINC00843	HG1074_PATCH	51180809	51190099
	HG50_PATCH	92414610	92436668
	HG50_PATCH	92416642	92417976
RNA5SP317	HG1074_PATCH	51187711	51187826
AGAP6	HG1074_PATCH	51196364	51218545
	HG944_PATCH	54036874	54043735
	HG944_PATCH	54039549	54084752
	HG1074_PATCH	51229228	51275849
SLC9A3P3	HG1074_PATCH	51233181	51235409
TGFA	HG953_PATCH	70674412	70781325
	HG953_PATCH	70682662	70682756
TGFA-IT1	HG953_PATCH	70694517	70695627
FAM21A	HG1074_PATCH	51275934	51341555
PAGE1	HG1436_HG1432_PATCH	49496849	49505392
PAGE4	HG1436_HG1432_PATCH	49638659	49643372
USP27X-AS1	HG1436_HG1432_PATCH	49686123	49688640
	HG1436_HG1432_PATCH	49721019	49721761
CLCN5	HG1436_HG1432_PATCH	49732014	49908634
RNU6-421P	HG1436_HG1432_PATCH	49754735	49754841
MIR532	HG1436_HG1432_PATCH	49812547	49812637
MIR188	HG1436_HG1432_PATCH	49812902	49812987
	HG1436_HG1432_PATCH	49816055	49816137
MIR500A	HG1436_HG1432_PATCH	49817830	49817913
MIR362	HG1436_HG1432_PATCH	49818363	49818427
MIR501	HG1436_HG1432_PATCH	49819121	49819204
MIR500B	HG1436_HG1432_PATCH	49820070	49820148
MIR660	HG1436_HG1432_PATCH	49822640	49822736
MIR502	HG1436_HG1432_PATCH	49823997	49824082
PYY3	HG1436_HG1432_PATCH	49965558	49965770
	HG1436_HG1432_PATCH	49980596	49980696
AKAP4	HG1436_HG1432_PATCH	50000162	50010412
CCNB3	HG1436_HG1432_PATCH	50012112	50159099
ADD2	HG953_PATCH	70834750	70995357
	HG953_PATCH	70914274	70918956
FIGLA	HG953_PATCH	71004442	71017775
HMGN2P21	HG953_PATCH	71030289	71030558
CLEC4F	HG953_PATCH	71035775	71047732
	HG953_PATCH	71037930	71038606
CD207	HG953_PATCH	71057347	71062953
LINC01143	HG953_PATCH	71115002	71117090
VAX2	HG953_PATCH	71127721	71160577
	HG953_PATCH	71157471	71157546
ATP6V1B1	HG953_PATCH	71163013	71192537
	HG953_PATCH	71166449	71222467
	HG953_PATCH	71168948	71175741
TCEB1P21	HG953_PATCH	71183030	71183365
RN7SL160P	HG953_PATCH	71192702	71192996
ANKRD53	HG953_PATCH	71205511	71212627
TEX261	HG953_PATCH	71213069	71222076
	HG953_PATCH	71221574	71229885
	HG953_PATCH	71229662	71291874
	HG953_PATCH	71239462	71239538
	HG953_PATCH	71240220	71240288
	HG953_PATCH	71244155	71244240
OR7E91P	HG953_PATCH	71256159	71257024
	HG174_HG254_PATCH	65125	65233
	HG174_HG254_PATCH	105959	107114
	HG174_HG254_PATCH	136461	136568
	HG174_HG254_PATCH	201409	205009
ZNF876P	HG174_HG254_PATCH	212610	255985
	HG174_HG254_PATCH	224215	224323
	HG174_HG254_PATCH	268982	269531
	HG174_HG254_PATCH	269866	270175
ZNF732	HG174_HG254_PATCH	270675	305321
	HG174_HG254_PATCH	336258	336786
ZNF141	HG174_HG254_PATCH	337814	384864
	HG174_HG254_PATCH	338097	338583
	HG174_HG254_PATCH	342821	342962
MIR571	HG174_HG254_PATCH	350157	350252
	HG174_HG254_PATCH	393534	393658
	HG174_HG254_PATCH	409809	409915
	HG174_HG254_PATCH	416118	416537
ABCA11P	HG174_HG254_PATCH	425435	474129
ZNF721	HG174_HG254_PATCH	425815	499156
	HG174_HG254_PATCH	467528	467636
HIST2H3DP1	HG1292_PATCH	121660818	121661233
	HG1292_PATCH	121684674	121685061
PCDHA1	HG1082_HG167_PATCH	140165876	140391929
FAM72B	HG1292_PATCH	121710269	121728190
PCDHA2	HG1082_HG167_PATCH	140174444	140391929
	HG1292_PATCH	121727603	121730136
PCDHA3	HG1082_HG167_PATCH	140180783	140391929
	HG1292_PATCH	121902779	121941429
PCDHA4	HG1082_HG167_PATCH	140186659	140391929
SRGAP2C	HG1292_PATCH	121907886	121930711
	HG1292_PATCH	121934018	121935343
PCDHA5	HG1082_HG167_PATCH	140201222	140391929
	HG1292_PATCH	121939377	122005752
	HG1292_PATCH	121955342	121971897
	HG1292_PATCH	122037002	122053006
	HG1292_PATCH	122044967	122046514
	HG1292_PATCH	122060989	122061452
EMBP1	HG1292_PATCH	122061968	122111416
PCDHA6	HG1082_HG167_PATCH	140207563	140391929
	HG1292_PATCH	122116569	122123147
PRKCD	HG957_PATCH	53190025	53226733
PCDHA7	HG1082_HG167_PATCH	140213969	140391929
PCDHA8	HG1082_HG167_PATCH	140220907	140391929
PCDHA9	HG1082_HG167_PATCH	140227048	140391929
PCDHA10	HG1082_HG167_PATCH	140235595	140391929
PIGG	HG174_HG254_PATCH	499200	540196
	HG1082_HG167_PATCH	140240341	140243224
PCDHA14	HG1082_HG167_PATCH	140240860	140243104
PCDHA11	HG1082_HG167_PATCH	140248689	140391929
	HG957_PATCH	53243969	53244062
TMEM242	HG193_PATCH	157610520	157644735
	HG193_PATCH	157612445	157612533
LDHAL6FP	HG193_PATCH	157620179	157621260
	HG193_PATCH	157645098	157645611
	HG193_PATCH	157687124	157688057
PCDHA12	HG1082_HG167_PATCH	140255058	140391929
PCDHA13	HG1082_HG167_PATCH	140261793	140391929
PCDHAC1	HG1082_HG167_PATCH	140306302	140391929
	HG174_HG254_PATCH	53333	162774
PCDHAC2	HG1082_HG167_PATCH	140345820	140391936
	HG174_HG254_PATCH	124084	125541
PCDHB1	HG1082_HG167_PATCH	140430979	140433512
PCDHB2	HG1082_HG167_PATCH	140474228	140476963
	HG1082_HG167_PATCH	140479830	140481795
PCDHB3	HG1082_HG167_PATCH	140480235	140483407
TKT	HG957_PATCH	53258723	53290068
	HG1082_HG167_PATCH	140498265	140500350
PCDHB4	HG1082_HG167_PATCH	140501584	140505204
PCDHB5	HG1082_HG167_PATCH	140514803	140517706
PCDHB6	HG1082_HG167_PATCH	140529687	140532872
	HG1082_HG167_PATCH	140535581	140538643
PCDHB7	HG1082_HG167_PATCH	140552247	140555961
PCDHB8	HG1082_HG167_PATCH	140557375	140560085
PCDHB9	HG1082_HG167_PATCH	140566904	140571123
PCDHB10	HG1082_HG167_PATCH	140571954	140575227
PCDHB11	HG1082_HG167_PATCH	140579195	140582630
	HG957_PATCH	53317212	53317315
PCDHB12	HG1082_HG167_PATCH	140588282	140591709
RN7SL821P	HG957_PATCH	53322887	53323140
	HG957_PATCH	53367076	53367144
PCDHB13	HG1082_HG167_PATCH	140593522	140597006
	HG957_PATCH	53421729	53421852
PCDHB14	HG1082_HG167_PATCH	140602944	140605871
PCDHB18	HG1082_HG167_PATCH	140613951	140617114
PCDHB19P	HG1082_HG167_PATCH	140619535	140621881
	HG957_PATCH	53317443	53381643
PCDHB15	HG1082_HG167_PATCH	140625164	140627816
SLC25A2	HG1082_HG167_PATCH	140682214	140683630
	HG1082_HG167_PATCH	140560984	140565803
	HG444_PATCH	64990542	65019657
	HG444_PATCH	65081990	65084127
CCT6P1	HG444_PATCH	65216055	65228267
SNORA22	HG444_PATCH	65220439	65220572
	HG444_PATCH	65224965	65225099
	HG444_PATCH	65238533	65266980
RNU6-912P	HG444_PATCH	65279585	65279688
	HG444_PATCH	65018675	65020372
SPIDR	HG1699_PATCH	48173167	48648898
	HG444_PATCH	65112080	65235723
	HG444_PATCH	65112777	65183566
UBE4A	HG122_PATCH	118230300	118269926
	HG122_PATCH	118267810	118272610
ATP5L	HG122_PATCH	118271869	118302211
	HG122_PATCH	118286692	118287236
RN7SL86P	HG122_PATCH	118301123	118301419
	HG122_PATCH	118303836	118305921
	HG417_PATCH	95168	95255
DOC2B	HG417_PATCH	96017	121634
PSCA	HG418_PATCH	143751669	143764085
KMT2A	HG122_PATCH	118307205	118397539
	HG417_PATCH	123822	131585
LY6K	HG418_PATCH	143781472	143786488
	HG418_PATCH	143783613	143808334
THEM6	HG418_PATCH	143808564	143818288
	HG418_PATCH	143808644	143809051
	HG418_PATCH	143738821	143751344
	HG122_PATCH	118382626	118401809
RPH3AL	HG417_PATCH	152500	326252
TTC36	HG122_PATCH	118398187	118401912
	HG417_PATCH	261390	262451
	HG417_PATCH	271203	273486
	HG417_PATCH	292636	297579
	HG417_PATCH	294735	296880
	HG417_PATCH	868	3903
	HG417_PATCH	77571	79067
	HG979_PATCH	117579602	117580247
CD4	HG344_PATCH	6896024	6929974
	HG979_PATCH	116853124	117708745
TMEM25	HG122_PATCH	118401756	118417995
GPR162	HG344_PATCH	6930711	6939136
LEPREL2	HG344_PATCH	6937572	6949018
IFT46	HG122_PATCH	118415243	118443685
RPL5P30	HG122_PATCH	118431405	118432295
GNB3	HG344_PATCH	6949118	6956557
ARCN1	HG122_PATCH	118443105	118473748
RNU6-1157P	HG122_PATCH	118464703	118464808
	HG122_PATCH	118507335	118508812
	HG122_PATCH	118558754	118561315
RNU6-376P	HG122_PATCH	118573057	118573162
	HG122_PATCH	118575322	118620979
DDX6	HG122_PATCH	118620040	118661864
CDCA3	HG344_PATCH	6953957	6961230
	HG122_PATCH	118477213	118528753
KCNJ12	HG987_PATCH	21279509	21323179
USP5	HG344_PATCH	6961292	6975796
AP2B1	HG385_PATCH	33905065	34053436
PDLIM1P2	HG987_PATCH	21348145	21348751
	HG987_PATCH	21359825	21363527
	HG987_PATCH	21360746	21362301
RPL21P120	HG987_PATCH	21407870	21408371
	HG987_PATCH	21422826	21424581
C17orf51	HG987_PATCH	21428102	21477770
	HG987_PATCH	21435789	21477829
	HG987_PATCH	21436286	21446098
	HG987_PATCH	21455821	21456023
	HG987_PATCH	21469881	21477829
	HG987_PATCH	21477082	21477385
	HG122_PATCH	118528947	118550387
	HG987_PATCH	21481130	21481217
	HG987_PATCH	21496106	21497492
NCOR1P2	HG987_PATCH	21536037	21544675
	HG987_PATCH	21559155	21560945
	HG987_PATCH	21752643	21752811
	HG987_PATCH	21606053	21607836
TPI1	HG344_PATCH	6976283	6980112
RPL17P42	HG385_PATCH	34046907	34047461
SPSB2	HG344_PATCH	6980099	6998522
RPL13P5	HG344_PATCH	6982553	6993905
LRRC23	HG344_PATCH	6982733	7023407
DSTNP2	HG344_PATCH	6993846	6994950
ENO2	HG344_PATCH	7022909	7032861
ATN1	HG344_PATCH	7033626	7051484
C12orf57	HG344_PATCH	7052141	7055166
	HG344_PATCH	7052671	7053767
RNU7-1	HG344_PATCH	7052979	7053041
	HG1591_PATCH	22176022	22191945
	HG1591_PATCH	22192161	22192940
	HG1591_PATCH	22192652	22194158
	HG1591_PATCH	22203742	22205012
PTPN6	HG344_PATCH	7055631	7070479
	HG344_PATCH	7072409	7073610
MIR200C	HG344_PATCH	7072862	7072929
MIR141	HG344_PATCH	7073260	7073354
	HG344_PATCH	7074112	7074545
PHB2	HG344_PATCH	7074490	7079988
ANAPC5	HG1595_PATCH	121746048	121837699
SCARNA12	HG344_PATCH	7076500	7076769
	HG344_PATCH	7087684	7089104
C1S	HG344_PATCH	7097422	7180195
	HG344_PATCH	7141271	7141561
	HG344_PATCH	7150319	7150804
	HG344_PATCH	7079944	7085166
	HG344_PATCH	7085348	7127701
	HG1595_PATCH	121829765	121837662
RNF34	HG1595_PATCH	121837844	121868389
KDM2B	HG1595_PATCH	121866900	122018818
	HG1595_PATCH	122018595	122031307
RNU6-1004P	HG1595_PATCH	122042705	122042815
ORAI1	HG1595_PATCH	122064353	122080481
MORN3	HG1595_PATCH	122088922	122110435
ZNF90	HG730_PATCH	20188803	20237885
	HG730_PATCH	20235248	20236293
	HG730_PATCH	20236186	20432114
	HG730_PATCH	20242703	20262717
	HG730_PATCH	20247742	20248042
ATP5SL	HG1350_HG959_PATCH	41937223	41946622
ZNF486	HG730_PATCH	20278037	20311299
	HG730_PATCH	20285822	20287872
	HG730_PATCH	20317653	20317763
	HG730_PATCH	20332678	20333272
	HG730_PATCH	20359861	20361104
	HG730_PATCH	20368529	20370227
	HG730_PATCH	20378626	20379200
	HG730_PATCH	20405898	20414603
	HG730_PATCH	20413399	20413481
	HG730_PATCH	20434801	20435377
C19orf69	HG1350_HG959_PATCH	41949063	41950670
	HG730_PATCH	20462311	20462888
	HG730_PATCH	20473327	20473432
MIR1270-1	HG730_PATCH	20510081	20510163
	HG730_PATCH	20527323	20527878
	HG1350_HG959_PATCH	41960074	42006554
	HG730_PATCH	20543361	20639424
	HG730_PATCH	20554024	20554534
	HG1350_HG959_PATCH	42012057	42012803
PLEKHA3P1	HG1350_HG959_PATCH	42026948	42027894
	HG1350_HG959_PATCH	42037111	42038079
RASL10B	HG385_PATCH	34058668	34070540
ZNF737	HG730_PATCH	20646634	20676618
	HG1350_HG959_PATCH	42041088	42042809
	HG1350_HG959_PATCH	42051097	42061367
	HG730_PATCH	20664601	20772392
GAS2L2	HG385_PATCH	34071530	34079897
VN1R78P	HG730_PATCH	20693893	20694456
CEACAMP3	HG1350_HG959_PATCH	42105640	42111889
	HG730_PATCH	20722368	20726198
	HG385_PATCH	34084218	34085344
DNAJC19P2	HG1350_HG959_PATCH	42111246	42111576
ZNF626	HG730_PATCH	20730870	20772405
C17orf50	HG385_PATCH	34087916	34092098
CEACAM4	HG1350_HG959_PATCH	42124876	42132979
	HG385_PATCH	34135508	34135916
DNAJC19P3	HG1350_HG959_PATCH	42144474	42144804
	HG1350_HG959_PATCH	42145564	42146507
	HG1350_HG959_PATCH	42158581	42158868
CEACAM7	HG1350_HG959_PATCH	42179212	42212881
CEACAM5	HG1350_HG959_PATCH	42214490	42235703
TAF15	HG385_PATCH	34136474	34191634
	HG1350_HG959_PATCH	42214517	42267187
CEACAM6	HG1350_HG959_PATCH	42256882	42278113
	HG1350_HG959_PATCH	42263803	42292798
CEACAM3	HG1350_HG959_PATCH	42302342	42317458
	HG385_PATCH	34143736	34157312
	HG385_PATCH	34145418	34150732
HNRNPA1P52	HG1350_HG959_PATCH	42335597	42336843
TSPEAR	HG237_PATCH	45917775	46131461
TSPEAR-AS1	HG237_PATCH	45926690	45935738
C21orf90	HG237_PATCH	45937099	45945835
DMRTC2	HG1350_HG959_PATCH	42350648	42358238
KRTAP10-1	HG237_PATCH	45958864	45960078
KRTAP10-2	HG237_PATCH	45970240	45971388
C17orf66	HG385_PATCH	34181970	34195910
KRTAP10-3	HG237_PATCH	45977673	45978643
KRTAP10-4	HG237_PATCH	45993612	45994993
KRTAP10-5	HG237_PATCH	45999338	46000487
KRTAP10-6	HG237_PATCH	46011151	46012388
KRTAP10-8	HG237_PATCH	46031962	46032837
KRTAP10-9	HG237_PATCH	46047006	46048260
RPS19	HG1350_HG959_PATCH	42365823	42378831
KRTAP10-10	HG237_PATCH	46057239	46058336
KRTAP10-11	HG237_PATCH	46066297	46067530
KRTAP12-4	HG237_PATCH	46074096	46074542
KRTAP12-3	HG237_PATCH	46077815	46078224
	HG385_PATCH	34188112	34188585
KRTAP12-2	HG237_PATCH	46086072	46086810
	HG385_PATCH	34195986	34212882
CD79A	HG1350_HG959_PATCH	42383025	42387277
CCL5	HG385_PATCH	34198510	34207812
RN7SKP274	HG385_PATCH	34216577	34216823
	HG1350_HG959_PATCH	42414424	42416002
	HG385_PATCH	34220726	34238042
LRRC37A9P	HG385_PATCH	34239654	34245029
	HG237_PATCH	46020480	46022049
RABAC1	HG1350_HG959_PATCH	42462586	42465295
RDM1	HG385_PATCH	34245085	34257792
	HG745_PATCH	36337717	36421858
	HG745_PATCH	36387075	36387176
ATP1A3	HG1350_HG959_PATCH	42472487	42503402
MRPL45	HG745_PATCH	36452989	36479101
	HG385_PATCH	34092876	34122655
GPR179	HG745_PATCH	36481413	36499730
SOCS7	HG745_PATCH	36508111	36556020
RN7SL458P	HG745_PATCH	36566043	36566303
GRIK5	HG1350_HG959_PATCH	42504226	42575403
	HG1350_HG959_PATCH	42082084	42092748
ARHGAP23	HG745_PATCH	36584663	36668629
	HG1350_HG959_PATCH	42342979	42350578
	HG1350_HG959_PATCH	42389105	42413350
	HG745_PATCH	36606639	36608689
SRCIN1	HG745_PATCH	36686252	36762184
HNRNPCP10	HG1459_PATCH	143922495	143923378
RN7SKP189	HG1459_PATCH	144138825	144139154
CYCSP44	HG1459_PATCH	144258299	144258611
	HG1459_PATCH	144314646	144315336
SPANXN1	HG1459_PATCH	144328545	144337829
	HG1459_PATCH	144711933	144714090
	HG1459_PATCH	144849810	144850057
SLITRK2	HG1459_PATCH	144899547	144907557
TMEM257	HG1459_PATCH	144909125	144911565
	HG1459_PATCH	145072582	145072652
	HG1459_PATCH	145074468	145074540
MIR890	HG1459_PATCH	145075990	145076066
MIR888	HG1459_PATCH	145076499	145076575
MIR892A	HG1459_PATCH	145078384	145078458
MIR892B	HG1459_PATCH	145078913	145078989
MIR891B	HG1459_PATCH	145082768	145082846
MIR891A	HG1459_PATCH	145109509	145109587
RNA5SP517	HG1459_PATCH	145509171	145509287
	HG1459_PATCH	145619250	145619763
ELL2P4	HG1459_PATCH	145635443	145637480
	HG1459_PATCH	145701312	145702299
CXorf51B	HG1459_PATCH	145891499	145892124
CXorf51A	HG1459_PATCH	145895821	145896441
	HG1459_PATCH	146036790	146036924
	HG1459_PATCH	146045891	146046200
MIR513C	HG1459_PATCH	146271419	146271502
MIR513B	HG1459_PATCH	146280759	146280842
MIR513A1	HG1459_PATCH	146295178	146295306
MIR513A2	HG1459_PATCH	146307541	146307667
MIR506	HG1459_PATCH	146312435	146312558
MIR507	HG1459_PATCH	146312699	146312792
MIR508	HG1459_PATCH	146318628	146318742
MIR514B	HG1459_PATCH	146331866	146331945
MIR509-2	HG1459_PATCH	146340475	146340565
MIR509-3	HG1459_PATCH	146341367	146341441
MIR509-1	HG1459_PATCH	146342247	146342340
MIR510	HG1459_PATCH	146354050	146354123
MIR514A1	HG1459_PATCH	146360962	146361059
MIR514A2	HG1459_PATCH	146363658	146363745
MIR514A3	HG1459_PATCH	146366356	146366443
	HG1459_PATCH	146673327	146673624
	HG1459_PATCH	146882720	146883017
	HG1459_PATCH	146894448	146894689
RNU6-382P	HG1459_PATCH	146908994	146909099
	HG1459_PATCH	146981893	146983174
FMR1-AS1	HG1459_PATCH	146991146	146993532
FMR1	HG1459_PATCH	146993666	147032842
FMR1-IT1	HG1459_PATCH	147028658	147029300
FMR1NB	HG1459_PATCH	147063046	147108384
	HG1459_PATCH	147089817	147089932
FTH1P8	HG1459_PATCH	147133950	147134463
	HG1459_PATCH	147279731	147280595
RPL7L1P11	HG1459_PATCH	147546425	147547145
	HG1459_PATCH	147579830	147582332
AFF2	HG1459_PATCH	147582336	148082384
AFF2-IT1	HG1459_PATCH	147628596	147629115
RN7SKP267	HG1459_PATCH	147903885	147904169
	HG1459_PATCH	148138437	148138887
	HG1459_PATCH	148393954	148394036
RNU7-98P	HG1459_PATCH	148412623	148412683
IDS	HG1459_PATCH	148558712	148615657
	HG1459_PATCH	148564265	148615657
	HG1459_PATCH	148593231	148607986
IDSP1	HG1459_PATCH	148606723	148607765
	HG480_HG481_PATCH	950956	955100
RPL14P5	HG480_HG481_PATCH	969238	970836
CXorf40A	HG1459_PATCH	148622077	148632232
	HG1459_PATCH	148629932	148631557
MAGEA9	HG1459_PATCH	148663377	148669190
	HG1459_PATCH	148730896	148731846
MAGEA11	HG1459_PATCH	148769950	148798988
	HG1459_PATCH	148839519	148839617
	HG1459_PATCH	148839743	148840017
	HG1459_PATCH	148842501	148842596
TMEM185AP1	HG1459_PATCH	148850619	148853090
HSFX1	HG1459_PATCH	148855790	148858589
MAGEA9B	HG1459_PATCH	148863652	148869459
MAGEA7P	HG1459_PATCH	148889936	148890877
DUTP4	HG1459_PATCH	148898892	148899366
MAGEA8-AS1	HG1459_PATCH	148960558	148962792
MAGEA8	HG1459_PATCH	148962863	148967557
CXorf40B	HG1459_PATCH	149011249	149020533
	HG1459_PATCH	149011384	149012420
LINC00894	HG1459_PATCH	149020350	149306302
	HG1459_PATCH	149196100	149198242
MIR2114	HG1459_PATCH	149309726	149309805
XRCC6P2	HG1459_PATCH	149312793	149314618
MAMLD1	HG1459_PATCH	149443144	149595900
	HG1459_PATCH	149571254	149571340
IMMTP1	HG237_PATCH	46095751	46097969
KRTAP12-1	HG237_PATCH	46101457	46102044
MTM1	HG1459_PATCH	149650341	149755044
KRTAP10-12	HG237_PATCH	46117053	46117925
KRTAP10-13P	HG237_PATCH	46122102	46122672
UBE2G2	HG237_PATCH	46188921	46221900
	HG237_PATCH	46222458	46224598
MTMR1	HG1459_PATCH	149774684	149846825
CD99L2	HG1459_PATCH	149848059	149980538
	HG1459_PATCH	148674245	148677036
	HG1459_PATCH	148678279	148713446
	HG1497_PATCH	151851499	151852315
CSAG3	HG1497_PATCH	151876733	151883021
CSAG1	HG1497_PATCH	151895956	151902207
MAGEA12	HG1497_PATCH	151902251	151906141
CSAG4	HG1497_PATCH	151902299	151909457
	HG1459_PATCH	149900475	149900968
	HG1497_PATCH	151915289	151916234
	HG1459_PATCH	149983843	149983958
	HG1459_PATCH	149997535	150002660
RNU6-383P	HG1459_PATCH	150037216	150037309
HMGB3	HG1459_PATCH	150062231	150072497
RPL19P21	HG1459_PATCH	150075223	150075813
MAGEA6	HG1497_PATCH	151934608	151938219
CETN2	HG1497_PATCH	151995445	151999249
NSDHL	HG1497_PATCH	151999439	152038201
ZNF185	HG1497_PATCH	152082914	152141952
PNMA5	HG1497_PATCH	152157296	152162599
RN7SL190P	HG1497_PATCH	152163708	152163967
	HG1497_PATCH	152197257	152198918
	HG1497_PATCH	152220622	152220885
PNMA6C	HG1497_PATCH	152240908	152243488
PNMA6B	HG1497_PATCH	152244085	152246021
	HG1497_PATCH	152486155	152489158
ZNF275	HG1497_PATCH	152502627	152528582
	HG1497_PATCH	152519945	152520048
	HG1497_PATCH	152524205	152524428
	HG1497_PATCH	152565435	152567321
RN7SL667P	HG1497_PATCH	152572320	152572613
ZFP92	HG1497_PATCH	152586794	152590101
	HG1497_PATCH	152592224	152594948
TREX2	HG1497_PATCH	152613192	152639059
HAUS7	HG1497_PATCH	152616138	152663992
	HG1497_PATCH	152654328	152655560
BGN	HG1497_PATCH	152663411	152678026
ATP2B3	HG1497_PATCH	152686148	152751411
	HG1497_PATCH	152767812	152772825
KRT18P48	HG1497_PATCH	152772969	152773820
	HG1497_PATCH	152774989	152775360
	HG1497_PATCH	152779166	152781397
DUSP9	HG1497_PATCH	152810963	152819798
RPL18AP16	HG1497_PATCH	152830628	152831164
RN7SL687P	HG1497_PATCH	152834698	152834987
PNCK	HG1497_PATCH	152838202	152857482
SLC6A8	HG1497_PATCH	152856571	152865065
BCAP31	HG1497_PATCH	152868964	152893169
ABCD1	HG1497_PATCH	152893340	152913233
	HG1497_PATCH	152904097	152934950
PLXNB3	HG1497_PATCH	152932668	152947818
SRPK3	HG1497_PATCH	152944884	152954204
IDH3G	HG1497_PATCH	152954238	152962995
SSR4	HG1497_PATCH	152961988	152966977
PDZD4	HG1497_PATCH	152970638	152999037
CYCSP45	HG1497_PATCH	153009723	153010037
	HG1497_PATCH	153024175	153024239
L1CAM	HG1497_PATCH	153029986	153077694
	HG1497_PATCH	153049144	153057461
AVPR2	HG1497_PATCH	153071002	153075637
ARHGAP4	HG1497_PATCH	153075838	153103469
NAA10	HG1497_PATCH	153097712	153103693
RENBP	HG1497_PATCH	153103733	153113249
HCFC1	HG1497_PATCH	153116021	153140275
